Item_ID,matrix_verb,context,ground_truth,context_prime,sentence,sentence_type,question,idx,gender,speaker,other_person,correct,model_pred,model_name
T17D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull İngilizce'sini geliştirsin diye bir uygulama önerdim. NAMENull uygulamayı sürekli oynadığını söyledi.",speaker,shifted,NAMENull oyun oynadığımı sanıyor.,nominalized,NAMENull kimin oyun oynadığını sanıyor?,17,m,Oğuzhan,Yılmaz,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T17A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull hep bilgisayarla ilgilendiğimi, hiç çalışmadığımı söylüyor. Ben bilgisayardan çalışıyorum.",speaker,speaker,NAMENull oyun oynuyorum sanıyor.,finite,NAMENull kimin oyun oynadığını sanıyor?,17,m,Yusuf,Arif,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T18A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Bu akşama yetiştirmemiz gereken iki ödevimiz var. NAMENull ödevi benden almak istiyor ama ben ödevleri yapmadım.",speaker,speaker,NAMENull ödevleri bitirdim sanıyor.,finite,NAMENull kimin ödevleri bitirdiğini sanıyor?,18,m,Anıl,Mert,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T18C,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Bu akşama yetiştirmemiz gereken iki ödevimiz var. NAMENull ödevi benden almak istiyor ama ben ödevleri yapmadım.",speaker,speaker,NAMENull ödevleri bitirdiğimi sanıyor.,nominalized,NAMENull kimin ödevleri bitirdiğini sanıyor?,18,m,Salih,Alperen,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T18D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Öğretmenimiz bize iki ödev verdi. NAMENull sadece bir ödevden haberdar. Onu bitirmiş.",speaker,shifted,NAMENull ödevleri bitirdiğimi sanıyor.,nominalized,NAMENull kimin ödevleri bitirdiğini sanıyor?,18,m,Anıl,Mert,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T18B,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Öğretmenimiz bize iki ödev verdi. NAMENull sadece bir ödevden haberdar. Onu bitirmiş.",shifted,shifted,NAMENull ödevleri bitirdim sanıyor.,finite,NAMENull kimin ödevleri bitirdiğini sanıyor?,18,f,Kübra,Ezgi,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T19D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile buluşmak için anlaştığımız kafeye geldim. NAMENull yanlış kafeye gitmiş.",speaker,shifted,NAMENull buluşmaya geldiğimi sanıyor.,nominalized,NAMENull kimin buluşmaya geldiğini sanıyor?,19,m,Yusuf,Arif,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T19A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile bir kafede buluşacağız. NAMENull 5 dakika geç kaldığı için özür diliyor. Benim daha yolda olduğumu bilmiyor.",speaker,speaker,NAMENull buluşmaya geldim sanıyor.,finite,NAMENull kimin buluşmaya geldiğini sanıyor?,19,f,Ebrar,Tuğçe,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T19B,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile buluşmak için anlaştığımız kafeye geldim. NAMENull yanlış kafeye gitmiş.",shifted,shifted,NAMENull buluşmaya geldim sanıyor.,finite,NAMENull kimin buluşmaya geldiğini sanıyor?,19,f,Selin,Simge,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T19C,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull ile bir kafede buluşacağız. NAMENull 5 dakika geç kaldığı için özür diliyor. Benim daha yolda olduğumu bilmiyor.",speaker,speaker,NAMENull buluşmaya geldiğimi sanıyor.,nominalized,NAMENull kimin buluşmaya geldiğini sanıyor?,19,m,Batuhan,Ömer,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T20D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bugün sevgilisi ile tartışmış. Evden çıkarken kafası dalgınmış. Benden evine gidip kapısını kontrol etmemi istedi.",speaker,shifted,NAMENull kapıyı açık bıraktığımı sanıyor.,nominalized,NAMENull kimin kapıyı açık bıraktığını sanıyor?,20,m,Utku,Güngör,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T20C,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bana sürpriz yapmak için evime balkon kapısından girmeyi planlıyormuş. Halbuki yakın zamanda mahallemde hırsızlık olduğunu duyduktan sonra balkon kapısını kilitledim.",speaker,speaker,NAMENull kapıyı açık bıraktığımı sanıyor.,nominalized,NAMENull kimin kapıyı açık bıraktığını sanıyor?,20,m,Burak,Can,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T20A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bana sürpriz yapmak için evime balkon kapısından girmeyi planlıyormuş. Halbuki yakın zamanda mahallemde hırsızlık olduğunu duyduktan sonra balkon kapısını kilitledim.",speaker,speaker,NAMENull kapıyı açık bıraktım sanıyor.,finite,NAMENull kimin kapıyı açık bıraktığını sanıyor?,20,m,Arda,Halil,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T20B,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bugün sevgilisi ile tartışmış. Evden çıkarken kafası dalgınmış. Benden evine gidip kapısını kontrol etmemi istedi.",shifted,shifted,NAMENull kapıyı açık bıraktım sanıyor.,finite,NAMENull kimin kapıyı açık bıraktığını sanıyor?,20,f,İrem,Cansu,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T21B,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Ben bugün NAME-com buluşmak için evden dışarı çıktım. Evden çıkarken evdeki hiçbir şeyi kontrol etmedim. NAME-dat bunu söyledim.",shifted,shifted,NAMENull ocağı açık bıraktım sanıyor.,finite,NAMENull kimin ocağı açık bıraktığını sanıyor?,21,m,Mustafa,Efe,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T21C,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bugün benle buluşmak için evden dışarı çıktı. Evden çıkarken evdeki hiçbir şeyi kontrol etmeden çıkmış.",speaker,speaker,NAMENull ocağı açık bıraktığımı sanıyor.,nominalized,NAMENull kimin ocağı açık bıraktığını sanıyor?,21,f,İrem,Cansu,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T21A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull bugün benle buluşmak için evden dışarı çıktı. Evden çıkarken evdeki hiçbir şeyi kontrol etmeden çıkmış.",speaker,speaker,NAMENull ocağı açık bıraktım sanıyor.,finite,NAMENull kimin ocağı açık bıraktığını sanıyor?,21,m,Taner,Berk,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T21D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Ben bugün NAME-com buluşmak için evden dışarı çıktım. Evden çıkarken evdeki hiçbir şeyi kontrol etmedim. NAME-dat bunu söyledim.",speaker,shifted,NAMENull ocağı açık bıraktığımı sanıyor.,nominalized,NAMENull kimin ocağı açık bıraktığını sanıyor?,21,m,Fatih,Melih,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T22D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Bir partiye giderken NAMENull ile karşılaştık. NAME-dat partiye gittiğimi söylemek istemedim.",speaker,shifted,NAMENull kütüphaneye gideceğimi sanıyor.,nominalized,NAMENull kimin kütüphaneye gideceğini sanıyor?,22,m,Kenan,Emre,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T22B,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Bir partiye giderken NAMENull ile karşılaştık. NAME-dat partiye gittiğimi söylemek istemedim.",shifted,shifted,NAMENull kütüphaneye gideceğim sanıyor.,finite,NAMENull kimin kütüphaneye gideceğini sanıyor?,22,f,İdil,Sinem,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T22C,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-acc sürpriz doğum gününe götürmek için kütüphaneye gideceğiz diyerek evden çıkardım. NAME-gen sürprizden haberi yok.",speaker,speaker,NAMENull kütüphaneye gideceğimi sanıyor.,nominalized,NAMENull kimin kütüphaneye gideceğini sanıyor?,22,m,Berkay,Oktay,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T22A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-acc sürpriz doğum gününe götürmek için kütüphaneye gideceğiz diyerek evden çıkardım. NAME-gen sürprizden haberi yok.",speaker,speaker,NAMENull kütüphaneye gideceğim sanıyor.,finite,NAMENull kimin kütüphaneye gideceğini sanıyor?,22,m,Burak,Can,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T23C,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. NAMENull benim uçuşumun yarına ertelendiğini bilmiyor. Bugün beni hala evden çıkmamış görünce çok şaşırdı.",speaker,speaker,NAMENull uçağı kaçırdığımı sanıyor.,nominalized,NAMENull kimin uçağı kaçırdığını sanıyor?,23,m,Mustafa,Efe,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T23A,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. NAMENull benim uçuşumun yarına ertelendiğini bilmiyor. Bugün beni hala evden çıkmamış görünce çok şaşırdı.",speaker,speaker,NAMENull uçağı kaçırdım sanıyor.,finite,NAMENull kimin uçağı kaçırdığını sanıyor?,23,f,Beyza,Yasemin,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T23B,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. NAMENull havaalanına uçuş saatinde ulaşamadı ama neyseki uçuşu ertelendi. O bilmiyor.",shifted,shifted,NAMENull uçağı kaçırdım sanıyor.,finite,NAMENull kimin uçağı kaçırdığını sanıyor?,23,f,İrem,Cansu,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T23D,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. NAMENull havaalanına uçuş saatinde ulaşamadı ama neyseki uçuşu ertelendi. O bilmiyor.",speaker,shifted,NAMENull uçağı kaçırdığımı sanıyor.,nominalized,NAMENull kimin uçağı kaçırdığını sanıyor?,23,m,Batuhan,Ömer,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T24B,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-acc annesi nüfusa iki sene geç yazdırmış. NAMENull bunu bilmiyor.",shifted,shifted,NAMENull 25 yaşına girdim sanıyor.,finite,NAMENull kimin 25 yaşına girdiğini sanıyor?,24,m,Tolga,Emir,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T24C,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Doğum günü pastama 25 mum dikmiş.",speaker,speaker,NAMENull 25 yaşına girdiğimi sanıyor.,nominalized,NAMENull kimin 25 yaşına girdiğini sanıyor?,24,f,Müge,Esra,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T24D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-acc annesi nüfusa iki sene geç yazdırmış. NAMENull bunu bilmiyor.",speaker,shifted,NAMENull 25 yaşına girdiğimi sanıyor.,nominalized,NAMENull kimin 25 yaşına girdiğini sanıyor?,24,f,Beyza,Yasemin,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T24A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Doğum günü pastama 25 mum dikmiş.",speaker,speaker,NAMENull 25 yaşına girdim sanıyor.,finite,NAMENull kimin 25 yaşına girdiğini sanıyor?,24,m,Sinan,Yavuz,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T25A,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Uzun zamandır iş arıyorum. Daha yeni iş teklif eden bir şirket de teklifini geri çekti ama NAMENull bunu bilmiyor. İşe girmemi kutlamak için bana sürpriz hazırlamış.",speaker,speaker,NAMENull işe alındım sanıyor.,finite,NAMENull kimin işe alındığını sanıyor?,25,f,Hilal,Ayşe,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T25C,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Uzun zamandır iş arıyorum. Daha yeni iş teklif eden bir şirket de teklifini geri çekti ama NAMENull bunu bilmiyor. İşe girmemi kutlamak için bana sürpriz hazırlamış.",speaker,speaker,NAMENull işe alındığımı sanıyor.,nominalized,NAMENull kimin işe alındığını sanıyor?,25,m,Berkay,Oktay,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T25D,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-dat işe başvurduğu şirketten onu ofislerine davet eden bir mektup gelmiş. NAMENull şirketlerin ofis mülakatı için böyle davetler gönderdiğini bilmiyor.",speaker,shifted,NAMENull işe alındığımı sanıyor.,nominalized,NAMENull kimin işe alındığını sanıyor?,25,m,Mustafa,Efe,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T25B,san,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAME-dat işe başvurduğu şirketten onu ofislerine davet eden bir mektup gelmiş. NAMENull şirketlerin ofis mülakatı için böyle davetler gönderdiğini bilmiyor.",shifted,shifted,NAMENull işe alındım sanıyor.,finite,NAMENull kimin işe alındığını sanıyor?,25,f,Ebrar,Tuğçe,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T26B,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. On tane Almanca kelime öğrenmiş.",shifted,shifted,NAMENull Almanca biliyorum sanıyor.,finite,NAMENull kimin Almanca bildiğini sanıyor?,26,f,Ebrar,Tuğçe,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T26A,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. NAMENull söylediklerini havaalanındaki turistler için Almanca'ya çevirmemi istedi.",speaker,speaker,NAMENull Almanca biliyorum sanıyor.,finite,NAMENull kimin Almanca bildiğini sanıyor?,26,m,Utku,Güngör,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T26D,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. On tane Almanca kelime öğrenmiş.",speaker,shifted,NAMENull Almanca bildiğimi sanıyor.,nominalized,NAMENull kimin Almanca bildiğini sanıyor?,26,f,İrem,Cansu,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T26C,san,"Merhaba, ben SPEAKER. NAMENull diye bir arkadaşım var. NAMENull söylediklerini havaalanındaki turistler için Almanca'ya çevirmemi istedi.",speaker,speaker,NAMENull Almanca bildiğimi sanıyor.,nominalized,NAMENull kimin Almanca bildiğini sanıyor?,26,f,Melisa,Ebrar,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T27D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull okul başkanı olmak için seçimlere katıldı ve seçimi kaybetti. Ona şaka yapmak için seçimi kazandığını söyledim ve bana inandı.",speaker,shifted,NAMENull seçimi kazandığımı düşünüyor.,nominalized,NAMENull seçimi kimin kazandığını düşünüyor?,27,f,Melisa,Ebrar,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T27A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Okul başkanı olmak için seçimlere katıldım. NAMENull bana seçim sonuçlarını sordu. Aslında seçimi kaybetmemiş olmama rağmen ona yalan atarak seçimi kazandığımı söyledim.",speaker,speaker,NAMENull seçimi kazandım diye düşünüyor.,finite,NAMENull seçimi kimin kazandığını düşünüyor?,27,m,Fatih,Melih,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T27C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Okul başkanı olmak için seçimlere katıldım. NAMENull bana seçim sonuçlarını sordu. Aslında seçimi kaybetmemiş olmama rağmen ona yalan atarak seçimi kazandığımı söyledim.",speaker,speaker,NAMENull seçimi kazandığımı düşünüyor.,nominalized,NAMENull seçimi kimin kazandığını düşünüyor?,27,f,Melis,Derya,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T27B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull okul başkanı olmak için seçimlere katıldı ve seçimi kaybetti. Ona şaka yapmak için seçimi kazandığını söyledim ve bana inandı.",shifted,shifted,NAMENull seçimi kazandım diye düşünüyor.,finite,NAMENull seçimi kimin kazandığını düşünüyor?,27,f,Müge,Esra,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T28A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Geçen sene NAMENull beni düğününe davet etti. Ona yalan attım aynı gün mezuniyet törenim olduğu için düğüne gidemeyeceğimi söyledim.",speaker,speaker,NAMENull mezun oldum diye düşünüyor.,finite,NAMENull kimin mezun olduğunu düşünüyor?,28,m,Oğuzhan,Yılmaz,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T28D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull okuldaki son sınavına girdi ve o sınavdan sonra okuldan mezun olduğunu düşündü. Aslında mezun olabilmek için bitirme projesini de teslim etmesi gerekiyor.",speaker,shifted,NAMENull mezun olduğumu düşünüyor.,nominalized,NAMENull kimin mezun olduğunu düşünüyor?,28,m,Burak,Can,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T28B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull okuldaki son sınavına girdi ve o sınavdan sonra okuldan mezun olduğunu düşündü. Aslında mezun olabilmek için bitirme projesini de teslim etmesi gerekiyor.",shifted,shifted,NAMENull mezun oldum diye düşünüyor.,finite,NAMENull kimin mezun olduğunu düşünüyor?,28,m,Ali,Samet,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T28C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Geçen sene NAMENull beni düğününe davet etti. Ona yalan attım aynı gün mezuniyet törenim olduğu için düğüne gidemeyeceğimi söyledim.",speaker,speaker,NAMENull mezun olduğumu düşünüyor.,nominalized,NAMENull kimin mezun olduğunu düşünüyor?,28,m,Osman,Hasan,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T29D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull hafta sonları garsonluk yapıyor. Patronu ona şaka yapmak için NAME-acc işten kovduğunu söyledi. Aslında onu başgarsonluğa terfi ettirmişti.",speaker,shifted,NAMENull işten kovulduğumu düşünüyor.,nominalized,NAMENull kimin işten kovulduğunu düşünüyor?,29,m,Tolga,Emir,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T29C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Hafta sonları garsonluk yaptığım için bir miktar para biriktirebildim. NAMENull benden borç para istedi. Ona para vermemek için işten kovulduğumu söyledim.",speaker,speaker,NAMENull işten kovulduğumu düşünüyor.,nominalized,NAMENull kimin işten kovulduğunu düşünüyor?,29,m,Murat,Hilmi,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T29A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Hafta sonları garsonluk yaptığım için bir miktar para biriktirebildim. NAMENull benden borç para istedi. Ona para vermemek için işten kovulduğumu söyledim.",speaker,speaker,NAMENull işten kovuldum diye düşünüyor.,finite,NAMENull kimin işten kovulduğunu düşünüyor?,29,m,Kenan,Emre,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T29B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull hafta sonları garsonluk yapıyor. Patronu ona şaka yapmak için NAME-acc işten kovduğunu söyledi. Aslında onu başgarsonluğa terfi ettirmişti.",shifted,shifted,NAMENull işten kovuldum diye düşünüyor.,finite,NAMENull kimin işten kovulduğunu düşünüyor?,29,f,Müge,Esra,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T30B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull işinden hiç memnun değil. Bu yüzden bir istifa mektubu yazıp iş yerine postalamak istedi, ancak yanlış adrese mektubu yanlış adrese gönderdi. İstifa mektubu iş yerine ulaşmadığı için NAME-gen istifası gerçekleşmedi, ama NAMENull bunun farkında değil.",shifted,shifted,NAMENull istifa ettim diye düşünüyor.,finite,NAMENull kimin istifa ettiğini düşünüyor?,30,f,Selin,Simge,False,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T30C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Hafta sonları garsonluk yapıyorum ve bu yüzden birikmiş bir miktar param var. NAMENull benden borç para istedi. Ona para vermemek için işten istifa ettiğimi, o yüzden param olmadığını söyledim.",speaker,speaker,NAMENull istifa ettiğimi düşünüyor.,nominalized,NAMENull kimin istifa ettiğini düşünüyor?,30,f,Beyza,Yasemin,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T30A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Hafta sonları garsonluk yapıyorum ve bu yüzden birikmiş bir miktar param var. NAMENull benden borç para istedi. Ona para vermemek için işten istifa ettiğimi, o yüzden param olmadığını söyledim.",speaker,speaker,NAMENull istifa ettim diye düşünüyor.,finite,NAMENull kimin istifa ettiğini düşünüyor?,30,m,Anıl,Mert,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T30D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull işinden hiç memnun değil. Bu yüzden bir istifa mektubu yazıp iş yerine postalamak istedi, ancak yanlış adrese mektubu yanlış adrese gönderdi. İstifa mektubu iş yerine ulaşmadığı için NAME-gen istifası gerçekleşmedi, ama NAMENull bunun farkında değil.",speaker,shifted,NAMENull istifa ettiğimi düşünüyor.,nominalized,NAMENull kimin istifa ettiğini düşünüyor?,30,m,Taner,Berk,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T31C,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Çok iyi bir üniversitede yüksek lisans programına başvuru yaptım, ve NAMENull bana o programa kabul alamayacağımı söyledi. Aradan bir süre geçtikten sonra NAME-dat yalan atarak o programa kabul edildiğimi söyledim.",speaker,speaker,NAMENull kabul aldığımı düşünüyor.,nominalized,NAMENull kimin kabul aldığını düşünüyor?,31,m,Berkay,Oktay,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T31D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull çok iyi bir üniversitede yüksek lisans programına başvuru yaptı ama oradan kabul alabileceğini düşünmüyordu. Aradan bir süre geçtikten sonra NAME-dat şaka yapmak için o programa kabul edildiğini söyledim. Bu haberi duyunca NAMENull çok sevindi.",speaker,shifted,NAMENull kabul aldığımı düşünüyor.,nominalized,NAMENull kimin kabul aldığını düşünüyor?,31,m,Kenan,Emre,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T31A,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. Çok iyi bir üniversitede yüksek lisans programına başvuru yaptım, ve NAMENull bana o programa kabul alamayacağımı söyledi. Aradan bir süre geçtikten sonra NAME-dat yalan atarak o programa kabul edildiğimi söyledim.",speaker,speaker,NAMENull kabul aldım diye düşünüyor.,finite,NAMENull kimin kabul aldığını düşünüyor?,31,f,Zeynep,Duygu,True,speaker,Trendyol/Trendyol-LLM-7b-base-v0.1
T31B,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull çok iyi bir üniversitede yüksek lisans programına başvuru yaptı ama oradan kabul alabileceğini düşünmüyordu. Aradan bir süre geçtikten sonra NAME-dat şaka yapmak için o programa kabul edildiğini söyledim. Bu haberi duyunca NAMENull çok sevindi.",shifted,shifted,NAMENull kabul aldım diye düşünüyor.,finite,NAMENull kimin kabul aldığını düşünüyor?,31,m,Sinan,Yavuz,True,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
T32D,düşün,"Merhaba, ben SPEAKER. Ankara'da yaşayan bir öğrenciyim. NAMENull diye bir arkadaşım var. NAMENull hayatında hiç içki içmemiş, ve denemek de istemiyor. Geçen gün ona kokteyl içirdim ama yalan atarak içtiği şeyin meyve suyu olduğunu söyledim.",speaker,shifted,NAMENull meyve suyu içtiğimi düşünüyor.,nominalized,NAMENull kimin meyve suyu içtiğini düşünüyor?,32,f,Hilal,Ayşe,False,shifted,Trendyol/Trendyol-LLM-7b-base-v0.1
